feature,importance,mean,std,min,max
t026_stroke_progress,0.0009385168155732595,1.2351589683588884,0.6234092440306351,0.0,2.543318748474121
t051_stroke_progress,0.0009360926369451769,2.2017713919578794,0.6472074662352789,0.5828224420547485,4.529523849487305
t048_stroke_length,0.0009343222892887493,2.0869202888819327,0.6363272758448836,0.2705203294754028,4.129305839538574
t007_y_max,0.0009327283749208151,0.21165815508058036,0.2499771752777589,0.0,1.0
t005_x_max,0.0009110956553787211,0.522951725921946,0.35451455815323746,0.0,1.0
t006_y_mean,0.0009102603244295187,0.19508298643840574,0.23552609389211374,0.0,1.0
t046_x_min,0.0009057399595425961,0.6252346639050193,0.30513295301192817,0.0,1.0
t047_x_min,0.000905524965109423,0.6210988408956395,0.30371922637522464,0.0,1.0
t003_delta_s,0.0009030538488744557,0.009071713106973847,0.00871201213611331,0.0010000000474974,0.2899999916553497
t003_y_min,0.0008861815716044103,0.1629026867789717,0.20856739498843846,0.0,1.0
t050_stroke_progress,0.0008852613154878072,2.160495619374917,0.6451577603330304,0.5487945079803467,4.366483688354492
t022_x_mean,0.0008848644771561065,0.5907870006929355,0.3382120963654518,0.0,1.0
t031_stroke_progress,0.0008841850064986124,1.4201316079118416,0.6017816996649068,0.0,3.546592235565185
t035_x_min,0.0008828113865514893,0.6226016347170381,0.29592490512938324,0.0,1.0
t043_stroke_length,0.0008808642725153802,1.9181707719467076,0.6413981586780788,0.0,3.999481201171875
t043_y_mean,0.0008731387168963191,0.5365005082845969,0.3751732612363231,0.0,1.0
t059_ax,0.0008690231744761798,-464.06322930093864,1811.5174974000292,-9933.3046875,9369.177734375
t023_stroke_length,0.0008664419115710968,1.091745729564226,0.635905713922557,0.0,2.5370535850524902
t043_cumulative_distance,0.0008611691448652586,1.9181707719467076,0.6413981586780788,0.0,3.999481201171875
t049_x_min,0.0008596490996099636,0.5932778895643366,0.3023177009928716,0.0,1.0
t016_y_min,0.0008559047866352298,0.3898050206397063,0.3782864702200116,0.0,1.0
t023_x_min,0.0008501795869172332,0.5992213273317037,0.33543627659374314,0.0,1.0
t020_stroke_length,0.0008342771144576074,0.8864221027306528,0.6167799231040512,0.0,2.4991390705108643
t057_x_max,0.0008291129541886685,0.27669758223130764,0.31798394543116354,0.0,1.0
t051_stroke_length,0.0008289398631019776,2.2017713919578794,0.6472074662352789,0.5828224420547485,4.529523849487305
t008_y_max,0.0008250438022629979,0.23544541118653542,0.2707750938574185,0.0,1.0
t053_stroke_length,0.0008210974402111139,2.293787777898796,0.6690761526077407,0.5870339274406433,4.630758762359619
t040_x_min,0.0008204794154302229,0.6167610719117272,0.2976847964998002,0.0,1.0
t035_stroke_progress,0.000817189177114885,1.5953736972338557,0.6029221577934821,0.0,3.5465924739837646
t046_stroke_progress,0.0008162189476023251,2.0170146844539034,0.638830837221483,0.1623389422893524,4.032656669616699
t009_y_mean,0.0008159073750109153,0.2585184424190756,0.28896839729787405,0.0,1.0
t041_stroke_length,0.0008057347867107581,1.841646093216194,0.6354473223093906,0.0,3.785810232162476
t034_cumulative_distance,0.0008057139920917022,1.5469129348693609,0.6012713983425061,0.0,3.5465924739837646
t044_cumulative_distance,0.000805303321488329,1.9504212401836991,0.6426461944548985,0.0,4.032656669616699
t020_cumulative_distance,0.0008048155761146796,0.8864221027306528,0.6167799231040512,0.0,2.4991390705108643
t059_x_max,0.0008004220770144912,0.16598447306170702,0.3172072537991853,0.0,1.0
t039_stroke_progress,0.0007978106339952231,1.7599200736324627,0.6202199178622665,0.0,3.5465924739837646
t039_x_min,0.0007946631951489776,0.6173063518791144,0.29566770732823017,0.0,1.0
t041_stroke_progress,0.0007940356420430987,1.841646093216194,0.6354473223093906,0.0,3.785810232162476
t045_x_max,0.0007905168734717599,0.6265759733731885,0.30762116067871603,0.0,1.0
t040_cumulative_distance,0.0007864437498647812,1.796693350748712,0.6354084907648079,0.0,3.6366703510284415
t028_cumulative_distance,0.0007863394694809618,1.3139741524390387,0.607695182193768,0.0,2.739521026611328
t059_x_min,0.0007753097641905475,0.16598447306170702,0.3172072537991853,0.0,1.0
t038_x_mean,0.0007714838836081547,0.6175177810498442,0.29262841749965396,0.0,1.0
t033_cumulative_distance,0.0007669166891597925,1.5038084075159723,0.5978660856975273,0.0,3.5465924739837646
t031_vx,0.0007663918477912163,-0.4800711694553237,4.493927345157841,-37.74617004394531,27.777774810791016
t048_x_max,0.0007644921096360311,0.6070562072098256,0.3035915780274173,0.0,1.0
t024_cumulative_distance,0.0007462808279691801,1.1382473200295404,0.6313554624554882,0.0,2.5370535850524902
t039_stroke_length,0.00073390906850422,1.7599200736324627,0.6202199178622665,0.0,3.5465924739837646
t046_stroke_length,0.0007221119344107232,2.0170146844539034,0.638830837221483,0.1623389422893524,4.032656669616699
t012_y_mean,0.0007132960057015795,0.3300845179202191,0.342831399236181,0.0,1.0
t048_vx,0.0007120751130175634,-0.6076148704563545,6.046963529305294,-65.51724243164062,49.38271713256836
t011_vx,0.0007082636092703079,0.10034256903732787,5.070620058255931,-57.8778076171875,54.75619125366211
t000_x_min,0.0007036713706775503,0.5132451557350229,0.3593307051199586,0.0,1.0
t047_stroke_length,0.0006949342825645622,2.05019692386764,0.6341357284593708,0.2705203294754028,4.032656669616699
t038_cumulative_distance,0.0006936696412582689,1.7242153487124887,0.6148444594676972,0.0,3.5465924739837646
t013_y_max,0.000675580813005088,0.34882062093412275,0.3562155974949503,0.0,1.0
t046_vy,0.0006634282780281397,0.5476163438348051,3.4379356703443076,-10.517096519470217,60.70953750610352
t040_x_mean,0.0006630773815249592,0.6167610688105344,0.297684794598291,0.0,1.0
t044_x_mean,0.0006583121895001902,0.6253992561339976,0.30865248486012564,0.0,1.0
t051_cumulative_distance,0.000657996786244682,2.2017713919578794,0.6472074662352789,0.5828224420547485,4.529523849487305
t024_stroke_progress,0.000656181536353429,1.1382473200295404,0.6313554624554882,0.0,2.5370535850524902
t036_x_mean,0.000654660687470169,0.6198927077156792,0.2940683074021526,0.0,1.0
t025_stroke_progress,0.0006515526562574378,1.1963037484020334,0.6264409794711634,0.0,2.5370535850524902
t017_y_min,0.0006481483051200926,0.38866197860120716,0.3779903435605942,0.0,1.0
t034_y_min,0.0006459709210920145,0.4498963838933867,0.3630436164692026,0.0,1.0
t015_y_min,0.0006426927967842489,0.3824749262319818,0.3737181574649679,0.0,1.0
t012_x_min,0.0006374138653839767,0.5429244186825665,0.34162701353908903,0.0,1.0
t006_x_min,0.0006352768308546,0.5299092107330008,0.3534814557762743,0.0,1.0
t046_x_max,0.000632550061765195,0.6252346639050193,0.30513295301192817,0.0,1.0
t048_x_min,0.0006280274399484943,0.6070562072098256,0.3035915780274173,0.0,1.0
t030_cumulative_distance,0.0006015672059920651,1.3891134401621321,0.59029986789432,0.0,3.546592235565185
t036_stroke_progress,0.0005925556358441916,1.6338974296675612,0.6087800870536623,0.0,3.5465924739837646
t011_x_mean,0.0005924205207562381,0.543739598479671,0.3448013891142986,0.0,1.0
t021_stroke_progress,0.0005907931071389032,0.9596722335168407,0.6322175337850018,0.0,2.4991390705108643
t018_y_mean,0.0005904705790082007,0.38669428563634106,0.378474595888822,0.0,1.0
t028_stroke_progress,0.0005862665740580589,1.3139741524390387,0.607695182193768,0.0,2.739521026611328
t042_stroke_progress,0.0005769935580598954,1.8779899789398884,0.6422763775548878,0.0,3.999481201171875
t009_x_max,0.0005658594444186455,0.5420294800888287,0.34954833907376265,0.0,1.0
t021_x_min,0.0005550973659102633,0.5820746150468866,0.3390490130251848,0.0,1.0
t052_vx,0.0005541874011775243,-2.006927499769179,5.808745293911746,-52.136749267578125,26.77165412902832
t012_x_max,0.0005527477190151586,0.5429244186825665,0.34162701353908903,0.0,1.0
t040_vy,0.0005510254645071383,0.5263153906035032,1.7901372368405533,-4.065040588378906,25.690431594848636
t011_y_min,0.0005425260812774668,0.3025155469763141,0.3255116535545596,0.0,1.0
t049_stroke_length,0.0005281015387502326,2.117845942869604,0.6423182404952118,0.5487945079803467,4.129305839538574
t049_stroke_progress,0.0005217331862890621,2.117845942869604,0.6423182404952118,0.5487945079803467,4.129305839538574
t018_y_min,0.0005192594049694796,0.38669428492625396,0.37847459605925393,0.0,1.0
t045_x_min,0.0005182179398686164,0.6265759733731885,0.30762116067871603,0.0,1.0
t012_y_min,0.0005163697999188661,0.3300845178487002,0.34283139945041996,0.0,1.0
t012_x_mean,0.0005152969123133377,0.5429244174878021,0.3416270142309876,0.0,1.0
t054_vx,0.0005152856565207597,-2.733079130626577,7.142392887805643,-68.97850799560547,59.02777862548828
t026_ay,0.0005145286148307994,-16.840023928447014,598.8929845724971,-3162.8193359375,9605.2666015625
t018_x_mean,0.0004970721054168694,0.5486919878273312,0.3369767482902497,0.0,1.0
t047_vy,0.0004942466957178968,0.765020740866993,4.334715414594433,-5.541876792907715,68.8868637084961
t041_x_min,0.000493346859273054,0.6197131719328909,0.30093607770968267,0.0,1.0
t056_x_std,0.0004933189894003914,1.698643325334526e-08,2.339798974095917e-08,0.0,1.1920928955078125e-07
t048_vy,0.0004928183342268407,0.5306186304824344,3.0451172360332315,-6.355063438415527,44.543418884277344
t020_y_mean,0.0004893000655055352,0.36852899151427515,0.37272105214449575,0.0,1.0
t032_stroke_length,0.00048726234975980437,1.4634696553554838,0.596994287771195,0.0,3.546592235565185
t059_ay,0.00048688117892160425,9.503847879699528,361.3856228548299,-4663.9228515625,3365.3408203125
t042_vy,0.00048527140767323557,0.7047799544096515,3.4391248836453343,-5.093047142028809,41.3900032043457
t045_cumulative_distance,0.0004820837269438143,1.984628121062104,0.6363173084843152,0.1623388975858688,4.032656669616699
t045_stroke_length,0.00047809157701388496,1.984628121062104,0.6363173084843152,0.1623388975858688,4.032656669616699
t013_stroke_progress,0.0004752760936626778,0.39964207616614045,0.38974184527075,0.0,2.418678998947144
t037_x_min,0.0004719754704529377,0.6202164631129142,0.2917966460859598,0.0,1.0
t047_stroke_progress,0.0004693577346134857,2.05019692386764,0.6341357284593708,0.2705203294754028,4.032656669616699
t041_vy,0.0004637271674435126,0.9238694069564642,3.9284978131434234,-4.319105625152588,61.3505744934082
t026_vx,0.0004587276106063672,0.013964385799174561,4.699148330752047,-66.66666412353516,58.62068939208984
t028_ay,0.00045813983302747023,15.333559648454875,610.8595967088049,-6692.34765625,4676.57373046875
t028_vx,0.00045619536487534934,0.4071761450690499,5.752514922329702,-28.03347396850586,64.16276550292969
t019_y_min,0.0004516688675616593,0.37622855944202777,0.37522725115433414,0.0,1.0
t023_cumulative_distance,0.0004516590722896942,1.091745729564226,0.635905713922557,0.0,2.5370535850524902
t034_vx,0.00044895943908554507,-0.5420776295802726,7.109082361432119,-47.07792282104492,79.36507415771484
t047_x_max,0.0004483634842051262,0.6210988408956395,0.30371922637522464,0.0,1.0
t043_vy,0.0004452455218948729,0.9878939405775337,4.729423053825645,-6.244108200073242,68.87589263916016
t016_y_max,0.00044407541989267076,0.3898050206397063,0.3782864702200116,0.0,1.0
t020_vx,0.00043497684342452315,-0.4058070045570117,3.776660365850573,-52.17391204833984,19.377729415893555
t019_y_mean,0.00043339630566896877,0.37622856016380274,0.375227251094142,0.0,1.0
t032_stroke_progress,0.000433195924729403,1.4634696553554838,0.596994287771195,0.0,3.546592235565185
t035_vx,0.0004309832946542163,-0.6399165020847762,8.19471485163079,-68.96551513671875,84.82675170898438
t032_vx,0.00042296899955918165,-0.08148023892047344,7.417691589674185,-100.0,62.121212005615234
t037_cumulative_distance,0.0004174341951738086,1.6802998650603647,0.6128740698695382,0.0,3.5465924739837646
t014_x_max,0.00041627343759448733,0.5387524473536537,0.33835345895845564,0.0,1.0
t014_vx,0.00041614011486422074,-0.3044137512482001,5.044074881535435,-58.62734603881836,54.10627746582031
t014_y_mean,0.00041289381539974794,0.3712587150874032,0.3681820970968023,0.0,1.0
t033_vx,0.00041079641183013835,-0.16774394147201502,6.735120559801657,-56.77749633789063,68.49314880371094
t001_delta_s,0.0004104489239317732,0.004644621575559153,0.00910489554316677,0.0010000000474974,0.3079999983310699
t010_y_mean,0.00040714486811493895,0.28113764172579453,0.30896931214642337,0.0,1.0
t046_x_mean,0.000405261935910792,0.6252346626998656,0.3051329514718448,0.0,1.0
t008_vx,0.00040492597827281317,0.5294528822498309,4.606239455789304,-45.45454406738281,37.848609924316406
t052_ax,0.000403942414314369,-44.8835800790723,875.3600350016525,-5792.97265625,8879.7822265625
t029_vx,0.00040363350178174146,-0.09519074996842918,4.13522293381035,-46.25722885131836,26.734115600585938
t015_y_mean,0.00040349514407284477,0.3824749257627956,0.3737181565447635,0.0,1.0
t024_ay,0.00040137184281633384,-6.147932971905095,623.0401440107223,-6356.16455078125,5198.18017578125
t050_vx,0.000396468750639655,-1.2767548630385843,6.188236033799442,-40.90909194946289,37.1634407043457
t037_stroke_progress,0.00039493996399884865,1.6802998650603647,0.6128740698695382,0.0,3.5465924739837646
t048_cumulative_distance,0.0003904011966030219,2.0869202888819327,0.6363272758448836,0.2705203294754028,4.129305839538574
t034_x_max,0.00038879570950879063,0.6248829469622754,0.29804439064404814,0.0,1.0
t045_x_mean,0.0003886616794635016,0.6265759722222073,0.30762115906401755,0.0,1.0
t013_x_mean,0.0003865386420695348,0.5420324028291521,0.3406120462059982,0.0,1.0
t031_cumulative_distance,0.0003860186888254947,1.4201316079118416,0.6017816996649068,0.0,3.546592235565185
t006_vx,0.00038132164374346425,0.6322333351539989,3.7814846432908924,-38.0952377319336,55.908294677734375
t022_vx,0.0003810422067149452,0.20314290939050406,4.89268432421064,-28.925617218017575,100.0
t015_y_max,0.0003802580357387864,0.3824749262319818,0.3737181574649679,0.0,1.0
t053_y_std,0.00038011419859300833,3.4384819051896437e-08,4.562084988893163e-08,0.0,1.788139343261719e-07
t042_stroke_length,0.00037991569438846305,1.8779899789398884,0.6422763775548878,0.0,3.999481201171875
t050_y_std,0.0003772557150116081,3.384884476542948e-08,4.435281501312853e-08,0.0,1.788139343261719e-07
t011_x_max,0.00037674983524120623,0.543739600530807,0.3448013886704267,0.0,1.0
t020_ax,0.00037514132826178565,-20.54372256124094,539.982586481237,-6304.17626953125,4166.66650390625
t029_ay,0.00037062657624952974,-40.0221368250294,478.2645350625311,-3668.90380859375,2943.087646484375
t002_stroke_progress,0.00036933865248657506,0.011168395167745976,0.056609399530498185,0.0,1.308788180351257
t030_ay,0.00036598440647043497,95.55950258194012,661.3801671120026,-3492.06298828125,6314.31982421875
t011_y_max,0.0003658835961438463,0.3025155469763141,0.3255116535545596,0.0,1.0
t014_y_min,0.0003627250698782451,0.3712587149881487,0.36818209692745246,0.0,1.0
t029_stroke_progress,0.00035917626372571347,1.3439017261296777,0.6119441274473277,0.0,3.323843479156494
t052_y_std,0.00035849901610468966,3.411497668441073e-08,4.4496144007705475e-08,0.0,1.788139343261719e-07
t031_vy,0.00035795868531350225,0.7421064786046672,2.2878298788483513,-2.66940975189209,30.30303382873535
t016_stroke_progress,0.00035750784182203766,0.5777318079097379,0.48603167913099377,0.0,2.418678998947144
t034_y_std,0.00035651628997108976,2.487345535560433e-08,3.4297938780109384e-08,0.0,1.788139343261719e-07
t026_vy,0.000354997088775345,1.0145792986258249,3.886687475014481,-4.651162624359131,48.02633285522461
t040_vx,0.0003526012888142713,-0.4059679651049222,5.976870809260439,-51.72413635253906,36.39430236816406
t022_x_max,0.0003518452903115838,0.5907870006432155,0.3382120957224514,0.0,1.0
t002_y_min,0.0003511579130320792,0.15559797789539725,0.20424428441066572,0.0,1.0
t022_x_min,0.0003496986804512712,0.5907870006432155,0.3382120957224514,0.0,1.0
t008_y_min,0.00034856194349528407,0.23544541118653542,0.2707750938574185,0.0,1.0
t046_vx,0.00034808769441371307,0.003574949211240464,6.249938958782574,-40.40403366088867,81.82601928710938
t010_y_min,0.00034600332804564387,0.281137643660979,0.3089693151709202,0.0,1.0
t024_vx,0.0003455774407293661,0.07639551452569335,4.959341061763149,-51.84109115600586,64.16275787353516
t042_cumulative_distance,0.0003455468103397684,1.8779899789398884,0.6422763775548878,0.0,3.999481201171875
t019_x_max,0.00034526996356500615,0.5563613837466119,0.335676695370889,0.0,1.0
t047_cumulative_distance,0.0003438939233253403,2.05019692386764,0.6341357284593708,0.2705203294754028,4.032656669616699
t025_cumulative_distance,0.0003438659745794475,1.1963037484020334,0.6264409794711634,0.0,2.5370535850524902
t027_vx,0.0003402312162548637,0.35646785235654443,5.686166154384785,-69.84126281738281,70.86614227294922
t034_stroke_progress,0.00033865707120769075,1.5469129348693609,0.6012713983425061,0.0,3.5465924739837646
t049_vy,0.00033714239142242265,0.3473618615166106,2.5903888088462437,-7.619034767150879,40.04804992675781
t035_x_max,0.0003367623513209453,0.6226016347170381,0.29592490512938324,0.0,1.0
t027_ay,0.0003319483902176633,26.604100889316776,621.9365171810398,-6860.90283203125,7648.39697265625
t015_x_min,0.0003306248051452898,0.5377069426782103,0.336696737536339,0.0,1.0
t021_x_mean,0.0003300858510374935,0.5820746158275649,0.33904901362208745,0.0,1.0
t038_stroke_length,0.0003251522668572404,1.7242153487124887,0.6148444594676972,0.0,3.5465924739837646
t025_ay,0.0003216088057676286,6.855120826079598,571.8993005474481,-3757.308837890625,3424.4375
t045_vx,0.0003206686838027364,0.2911858126464947,6.6184533790713855,-62.5,70.93424987792969
t058_vx,0.00031744898603039396,-2.5204030638330432,8.859781762160072,-81.4606704711914,30.612247467041016
t018_vx,0.00031713864953064835,-0.19094162561365288,4.571823348217452,-48.05195236206055,54.1958122253418
t048_stroke_progress,0.00031278093857537505,2.0869202888819327,0.6363272758448836,0.2705203294754028,4.129305839538574
t009_x_mean,0.0003099353599689006,0.5420294786469484,0.34954833853761214,0.0,1.0
t023_ay,0.00030805593601204397,30.440721484396423,587.8318251502723,-3016.529052734375,6356.1640625
t043_vx,0.00030677100135061055,0.06661833611391231,8.141567035394072,-110.38961029052734,75.99308013916016
t058_vy,0.0003060287492536706,0.6203443518976673,2.7616806738373874,-4.017693042755127,41.97530746459961
t042_vx,0.000305099295952984,0.018078122812329206,6.664773389740734,-61.44578170776367,47.97047805786133
t027_ax,0.0003021744845222121,36.92479202875224,699.5302268545636,-7760.140625,7874.01611328125
t031_ay,0.0003015310131676737,-96.37203124661941,592.66493409311,-6134.6171875,3367.003662109375
t019_vx,0.0002984580969054441,-0.30174000089920167,4.9571736274112626,-62.5,56.737586975097656
t028_vy,0.00029534930251109363,1.3590871064629937,4.074062277400962,-2.937030076980591,37.41259002685547
t059_vx,0.0002944014387766594,-7.714049052534135,13.567179353233701,-89.39974212646484,6.768189430236816
t041_ay,0.00029104034044627415,33.81951506179056,428.11205298053164,-2854.492431640625,5795.33935546875
t044_vx,0.0002892530411399093,0.02240592107812579,5.620281430257169,-44.257110595703125,50.39466094970703
t049_ax,0.0002865068313511585,-10.322146406061833,816.5967875575667,-7877.720703125,6978.15673828125
t015_x_max,0.00028096576552483573,0.5377069426782103,0.336696737536339,0.0,1.0
t011_y_mean,0.0002794406945660077,0.302515545749176,0.3255116515253627,0.0,1.0
t002_cumulative_distance,0.000279080233466899,0.011168395167745976,0.056609399530498185,0.0,1.308788180351257
t038_vy,0.00027765599201826525,0.9757581525997051,3.857251724252105,-3.2965900897979736,60.7669677734375
t011_x_min,0.0002766292432931665,0.543739600530807,0.3448013886704267,0.0,1.0
t041_vx,0.00027401996376244357,-0.2142769514728905,7.054550434098975,-49.38271331787109,65.93406677246094
t021_cumulative_distance,0.0002730079385306632,0.9596722335168407,0.6322175337850018,0.0,2.4991390705108643
t021_vx,0.00026689710289774945,-0.16380404232800277,5.047466710804018,-56.34920501708984,84.6153793334961
t032_ay,0.00026446826564988,55.659390682000584,477.722860089304,-3030.302978515625,4227.05322265625
t045_stroke_progress,0.0002644250728246943,1.984628121062104,0.6363173084843152,0.1623388975858688,4.032656669616699
t037_vx,0.0002638034581244412,-0.4283996818212267,7.936133917800206,-79.36507415771484,76.92308044433594
t025_delta_s,0.000261683495932582,0.02801274897417502,0.06972674967439733,0.0010000000474974,0.6010000109672546
t059_vy,0.0002613396067347819,0.788044896818678,2.097365592922459,-5.146317481994629,30.28806495666504
t014_y_max,0.0002600610778536121,0.3712587149881487,0.36818209692745246,0.0,1.0
t024_vy,0.00025931432076197895,1.2457536709616377,4.185013906220128,-5.425567626953125,46.78362274169922
t038_ay,0.0002588850318822852,-11.79414679559481,519.1541381538894,-5460.349609375,6076.69677734375
t020_x_max,0.0002580823318377688,0.5693429565461597,0.338348849274556,0.0,1.0
t027_vy,0.00025790580940647935,1.2425280494135849,4.481558254667654,-2.4691357612609863,53.53877639770508
t015_x_mean,0.0002576594611954095,0.5377069412975524,0.3366967369776714,0.0,1.0
t053_ax,0.00025614768945088156,-57.18190365696578,855.2012171749575,-7833.33447265625,5262.09326171875
t022_ax,0.00025495766702977,33.121448591003826,669.7543402482188,-8209.8828125,10000.0
t058_y_std,0.00025372878796653934,1.8186392299682494e-08,3.720818809068843e-08,0.0,1.788139343261719e-07
t051_vx,0.0002536837311092829,-1.5144098230543777,6.674408428636666,-79.91803741455078,36.30769348144531
t030_stroke_progress,0.00025270944884570756,1.3891134401621321,0.59029986789432,0.0,3.546592235565185
t019_x_mean,0.0002523862403441909,0.5563613828757696,0.3356766964725376,0.0,1.0
t017_cumulative_distance,0.0002521030980064389,0.6593804299611019,0.535120150925634,0.0,2.453536033630371
t040_ay,0.0002509579611338577,-18.986242807373902,371.95800472948275,-4941.0029296875,2854.491455078125
t021_ax,0.0002506552680262869,10.620455004503084,597.0572353638162,-4695.767578125,8461.5380859375
t051_vy,0.0002491954024914254,0.7832464566412557,4.145163298471199,-6.167725563049316,65.58441162109375
t044_vy,0.0002472353749064367,0.5299105149237228,2.951547469206088,-6.5081048011779785,39.63652801513672
t019_y_max,0.0002467910392730314,0.37622855944202777,0.37522725115433414,0.0,1.0
t037_ax,0.0002463987705696506,17.116511442271523,1025.788686895426,-13227.5126953125,7440.47607421875
t030_vx,0.00023966723496119278,0.35662466445492835,7.815873128829362,-58.69565200805664,71.27882385253906
t013_y_min,0.00023940441503849188,0.34882062093412275,0.3562155974949503,0.0,1.0
t029_ax,0.00023590858191225637,-50.14614835840312,657.8436862719902,-6416.27587890625,3341.763671875
t008_y_std,0.000235357988745862,1.5649187612343593e-08,2.567764549570598e-08,0.0,1.1920928955078125e-07
t016_vx,0.0002344565549754702,-0.29355788518810605,4.972594396967705,-38.39285659790039,53.67230224609375
t013_y_mean,0.0002327950223961437,0.3488206209621366,0.3562155973822705,0.0,1.0
t013_x_max,0.00023256864902374677,0.5420324045185193,0.34061204672783557,0.0,1.0
t053_ay,0.00023230599482439057,17.397758783151534,366.20542317122255,-4559.53955078125,4098.46484375
t021_ay,0.00023223969722828612,-4.31984554451838,609.1905217420841,-3423.400634765625,4875.23974609375
t018_stroke_length,0.0002305073401307902,0.7258574135661071,0.5622057060142147,0.0,2.499138832092285
t010_y_max,0.00022995291029574512,0.281137643660979,0.3089693151709202,0.0,1.0
t040_ax,0.0002272864258342586,16.948478676215178,861.0464599820533,-7110.0908203125,6250.0
t050_vy,0.0002272560513430483,0.5811096214514752,2.8243060568610012,-11.58826732635498,32.47460174560547
t038_ax,0.00022680197924468572,-17.601924651938756,998.2832163113402,-7440.4765625,8818.341796875
t058_ax,0.00022663461330718672,233.61940962849798,1624.616219965982,-11637.23828125,8596.166015625
t030_vy,0.00022651499292342873,1.8838406525519118,5.829172872654302,-6.94444465637207,55.21156311035156
t008_ax,0.00022529714010924214,-20.200828610354904,598.6622223475663,-5607.591796875,4432.67724609375
t020_x_mean,0.00022484133799481346,0.5693429575650489,0.3383488506616748,0.0,1.0
t059_x_std,0.0002236257310713435,5.095929976003579e-09,1.540033591553388e-08,0.0,1.1920928955078125e-07
t029_vy,0.0002233750237277054,0.8320571655563372,2.94615498632994,-2.915452003479004,26.48778915405273
t047_y_std,0.00022061120149969335,3.013459305126829e-08,4.0021318350252935e-08,0.0,1.788139343261719e-07
t017_x_mean,0.00021959685669937083,0.5420504938172866,0.3383222164189776,0.0,1.0
t025_stroke_length,0.00021882425582381494,1.1963037484020334,0.6264409794711634,0.0,2.5370535850524902
t054_ax,0.0002172193715481543,-13.333041457728063,977.5217734324782,-9854.0712890625,6558.64208984375
t017_x_max,0.00021667874803219536,0.5420504946183725,0.3383222159131552,0.0,1.0
t036_vx,0.00021641497972643882,-0.6192138659554041,6.3911062189848895,-72.7272720336914,48.49727249145508
t025_vx,0.0002152715255094735,0.22391241772821904,4.991187433636902,-36.48648834228516,55.14706039428711
t035_stroke_length,0.00021495097461562268,1.5953736972338557,0.6029221577934821,0.0,3.5465924739837646
t001_stroke_progress,0.00021441055708480795,0.00640422199219202,0.04689137087163871,0.0,1.308788180351257
t034_ay,0.00021108674125620405,-11.76884379904236,500.6089161266003,-4496.24951171875,4778.97314453125
t009_vy,0.00021031297100469393,2.0464359250069672,4.980982984253867,-11.055269241333008,32.45984649658203
t008_y_mean,0.00020880979660228006,0.23544540908048486,0.27077509050572746,0.0,1.0
t034_vy,0.00020781649618186306,1.06873330585807,3.717324475822667,-2.9584877490997314,43.01075744628906
t020_ay,0.00020781462333508948,27.414462192187685,590.7396828892412,-4928.31005859375,4177.85693359375
t017_y_max,0.0002068757348510048,0.38866197860120716,0.3779903435605942,0.0,1.0
t017_stroke_progress,0.00020597880486982685,0.6593804299611019,0.535120150925634,0.0,2.453536033630371
t004_vx,0.00020269451783665,0.1983372151017916,2.635288420571253,-24.399991989135746,40.49381256103516
t022_y_std,0.0002020341425042767,1.6389143805342367e-08,2.825658512100816e-08,0.0,1.788139343261719e-07
t033_vy,0.00020070672085315713,1.1975265527587005,3.6514131916517605,-5.133475303649902,35.96999740600586
t021_stroke_length,0.00020012288111285754,0.9596722335168407,0.6322175337850018,0.0,2.4991390705108643
t011_stroke_length,0.00019692755995982228,0.2959046547723241,0.33488007461039104,0.0,2.418678998947144
t044_delta_s,0.00019580266297893024,0.015133864511327545,0.01816738368900973,0.0010000000474974,0.4359999895095825
t020_vy,0.00019504768687224905,1.4558495876994764,4.201527226889693,-6.625576972961426,29.256755828857425
t013_delta_s,0.00019493636991950818,0.018513147446393655,0.046405239087029794,0.0010000000474974,0.5289999842643738
t057_vy,0.00019488161832342156,1.4577028694702856,5.295056347938072,-4.664053440093994,63.94389343261719
t032_delta_s,0.00019476018713635737,0.014627888399376619,0.02174594509855906,0.0010000000474974,0.5149999856948853
t012_y_max,0.00019326754345613527,0.3300845178487002,0.34283139945041996,0.0,1.0
t045_vy,0.0001931360578376548,0.9446542404059087,4.812284203465266,-6.541429996490479,58.82352828979492
t022_ay,0.00019292350051226963,5.476789253321952,525.7344215671538,-3750.1845703125,3147.624267578125
t026_ax,0.00019210725754117188,-14.660680451294986,582.3617596072346,-5000.00048828125,5862.068359375
t047_ay,0.00019177171888862696,22.377977922990503,605.7786219337503,-7588.69287109375,8610.8583984375
t022_vy,0.00019005130999580992,1.123630951980581,3.730932464303502,-6.039999485015869,30.16529083251953
t013_cumulative_distance,0.00018964842648472492,0.39964207616614045,0.38974184527075,0.0,2.418678998947144
t023_delta_s,0.00018955465844548825,0.036863744999022285,0.08758813173909862,0.0010000000474974,0.7990000247955322
t017_stroke_length,0.00018895178029584972,0.6593804299611019,0.535120150925634,0.0,2.453536033630371
t041_ax,0.00018746442804911152,23.07735586420159,902.5601856701783,-5486.9697265625,7326.0078125
t023_ax,0.00018622378764435486,-34.91500936438,712.436783694376,-7142.85693359375,7280.78515625
t025_vy,0.0001853512985137199,1.323255325250237,4.157919059229636,-4.464285850524902,34.2443733215332
t018_vy,0.00018482990174571056,1.4528588115305676,4.114887879836411,-10.055303573608398,28.15485572814941
t054_delta_s,0.000184778698299733,0.016517131460414954,0.017998347033361475,0.0010000000474974,0.1280000060796737
